column,mean_diff,max_diff,std_diff,significant_count,total_count,significant_percentage
rdd1_dindx_222,-3.6314606741573034,254,80.30592572690507,445,1797,24.76349471341124
rdd1_dindx_223,-4.759637188208616,253,78.6920073554937,441,1797,24.540901502504173
rdd1_dindx_224,-3.7712264150943398,253,81.37475631013368,424,1797,23.594880356149137
rdd1_dindx_16,-2.4630071599045347,242,65.79236480302748,419,1797,23.316638842515303
rdd1_dindx_225,-4.759124087591241,254,86.68834400364383,411,1797,22.871452420701168
rdd1_dindx_15,1.5773955773955775,252,59.03014912939909,407,1797,22.6488592097941
rdd1_dindx_226,-3.2330827067669174,251,82.34412362159304,399,1797,22.20367278797997
rdd1_dindx_14,4.012919896640827,211,57.12185929940006,387,1797,21.535893155258766
rdd1_dindx_227,-3.3368146214099217,253,77.28279680004584,383,1797,21.313299944351698
rdd1_dindx_228,-8.973262032085561,254,86.37890247683437,374,1797,20.812465219810797
rdd1_dindx_229,-7.7162534435261705,252,84.01229370396533,363,1797,20.20033388981636
rdd1_dindx_13,7.2,232,65.28032713697988,360,1797,20.03338898163606
rdd1_dindx_230,-4.621387283236994,254,75.48979569164811,346,1797,19.254312743461323
rdd1_dindx_12,-3.3594202898550725,222,60.18617087738119,345,1797,19.198664440734557
rdd1_dindx_231,0.3076923076923077,253,74.86686408070065,338,1797,18.80912632164719
rdd1_dindx_232,-5.261261261261262,250,76.21225044524496,333,1797,18.530884808013358
rdd1_dindx_233,-8.105263157894736,254,81.19098802063355,323,1797,17.974401780745687
rdd1_dindx_11,4.027950310559007,244,62.65876105376296,322,1797,17.91875347801892
rdd1_dindx_234,-8.864353312302839,253,77.8967440630403,317,1797,17.640511964385087
rdd1_dindx_235,-7.1506410256410255,251,77.78446387359051,312,1797,17.362270450751254
rdd1_dindx_10,-2.075907590759076,226,53.32264499310558,303,1797,16.86143572621035
rdd1_dindx_236,-6.26158940397351,251,77.55097307763691,302,1797,16.805787423483583
rdd1_dindx_237,-3.2218430034129693,252,76.51617822205407,293,1797,16.30495269894268
rdd1_dindx_9,14.119718309859154,179,56.435802041198336,284,1797,15.80411797440178
rdd1_dindx_238,-5.73943661971831,250,79.64177539718082,284,1797,15.80411797440178
rdd1_dindx_239,-3.5236363636363635,251,77.88832556618567,275,1797,15.30328324986088
rdd1_dindx_240,-4.064150943396227,254,81.62361638999457,265,1797,14.746800222593212
rdd1_dindx_8,-0.36015325670498083,241,64.44125144139299,261,1797,14.524207011686144
rdd1_dindx_241,-13.9601593625498,254,84.36081683286187,251,1797,13.967723984418475
rdd1_dindx_242,-16.506172839506174,254,82.45035270685341,243,1797,13.52253756260434
rdd1_dindx_243,-8.961864406779661,248,79.8875442864356,236,1797,13.132999443516974
rdd1_dindx_7,-0.2838983050847458,224,56.80721109384657,236,1797,13.132999443516974
rdd1_dindx_244,-6.852173913043479,249,89.51028539182676,230,1797,12.799109627156371
rdd1_dindx_245,-2.9592760180995477,250,81.5217438579904,221,1797,12.298274902615471
rdd1_dindx_6,-2.1872146118721463,183,55.7751243303688,219,1797,12.186978297161936
rdd1_dindx_246,-14.33175355450237,254,82.71617598126113,211,1797,11.7417918753478
rdd1_dindx_247,-3.946078431372549,253,72.16343130668491,204,1797,11.352253756260435
rdd1_dindx_5,8.470588235294118,233,72.72176439898196,204,1797,11.352253756260435
rdd1_dindx_248,-5.2063492063492065,248,77.47807173580935,189,1797,10.51752921535893
rdd1_dindx_249,-14.751351351351351,252,88.71705896966999,185,1797,10.294936004451865
rdd1_dindx_4,0.5082872928176796,212,76.31988646114671,181,1797,10.072342793544797
rdd1_dindx_250,-8.011173184357542,253,82.80973607690362,179,1797,9.961046188091263
rdd1_dindx_251,4.8604651162790695,250,85.10536052729782,172,1797,9.571508069003896
rdd1_dindx_252,-3.375,251,79.97229337922812,168,1797,9.348914858096828
rdd1_dindx_253,0.7300613496932515,248,86.15772819074387,163,1797,9.070673344462994
rdd1_dindx_254,-5.658227848101266,254,78.04630012978248,158,1797,8.79243183082916
rdd1_dindx_255,-4.5,252,85.27078715983068,154,1797,8.569838619922091
rdd1_dindx_3,1.25,187,80.8044463667166,152,1797,8.45854201446856
rdd1_dindx_256,-14.81578947368421,247,81.86553650030027,152,1797,8.45854201446856
rdd1_dindx_257,-5.220689655172414,253,95.60309250268058,145,1797,8.069003895381192
rdd1_dindx_258,-8.727941176470589,251,69.5558881205023,136,1797,7.568169170840289
rdd1_dindx_259,-11.50381679389313,247,81.48613651074244,131,1797,7.289927657206455
rdd1_dindx_260,-8.328125,252,89.84727574603681,128,1797,7.122982749026155
rdd1_dindx_261,-3.5083333333333333,236,72.42870009341755,120,1797,6.67779632721202
rdd1_dindx_2,-12.364406779661017,197,97.63844280191938,118,1797,6.566499721758487
rdd1_dindx_262,3.6120689655172415,253,73.84323697836871,116,1797,6.455203116304952
rdd1_dindx_263,-9.178571428571429,252,81.38447270799992,112,1797,6.232609905397886
rdd1_dindx_264,-14.871559633027523,239,76.07228586932338,109,1797,6.065664997217585
rdd1_dindx_265,0.6886792452830188,248,86.28663982021293,106,1797,5.898720089037284
rdd1_dindx_1,-6.179245283018868,176,125.16319891123969,106,1797,5.898720089037284
rdd1_dindx_266,-3.4757281553398056,248,84.91993312494728,103,1797,5.7317751808569835
rdd1_dindx_267,-14.636363636363637,240,76.26329386288835,99,1797,5.509181969949917
rdd1_dindx_268,-12.404255319148936,247,83.35866100694625,94,1797,5.230940456316082
rdd1_dindx_269,-10.477272727272727,246,89.35946015859044,88,1797,4.897050639955482
rdd1_dindx_270,-11.691358024691358,248,86.5632776437409,81,1797,4.507512520868113
rdd1_dindx_271,-9.64102564102564,251,69.58687143327495,78,1797,4.340567612687813
rdd1_dindx_272,-3.4935064935064934,240,78.58895586409326,77,1797,4.284919309961046
rdd1_dindx_273,2.3698630136986303,247,73.49410690182107,73,1797,4.062326099053979
rdd1_dindx_274,3.712328767123288,249,79.28403585307818,73,1797,4.062326099053979
rdd1_dindx_275,-6.871428571428571,248,82.0524085880606,70,1797,3.8953811908736786
rdd1_dindx_276,-32.64179104477612,249,94.73241206313509,67,1797,3.728436282693378
rdd1_dindx_277,-23.765625,242,77.42491164579637,64,1797,3.5614913745130776
rdd1_dindx_0,10.78125,176,132.28242380769072,64,1797,3.5614913745130776
rdd1_dindx_278,-28.370967741935484,245,103.69437628558755,62,1797,3.450194769059544
rdd1_dindx_279,-36.55,252,106.45678700768683,60,1797,3.33889816360601
rdd1_dindx_280,-42.21052631578947,237,92.0426554131967,57,1797,3.1719532554257093
rdd1_dindx_281,-28.74074074074074,234,81.12135061361607,54,1797,3.005008347245409
rdd1_dindx_282,-23.5,242,80.5464462282477,50,1797,2.7824151363383414
rdd1_dindx_283,-9.76086956521739,154,56.43471980300652,46,1797,2.559821925431274
rdd1_dindx_284,-20.866666666666667,206,70.2030705248076,45,1797,2.5041736227045077
rdd1_dindx_285,-14.71111111111111,250,94.62924664704698,45,1797,2.5041736227045077
rdd1_dindx_286,-15.837209302325581,239,102.84215275318618,43,1797,2.392877017250974
rdd1_dindx_287,-33.175,246,94.06989090564525,40,1797,2.225932109070673
rdd1_dindx_288,-39.08571428571429,247,105.07422449421753,35,1797,1.9476905954368393
rdd1_dindx_289,-38.088235294117645,228,86.70890029866288,34,1797,1.8920422927100722
rdd1_dindx_290,-48.84848484848485,253,80.72929745390633,33,1797,1.8363939899833055
rdd1_dindx_291,-28.79310344827586,250,90.41260947698375,29,1797,1.613800779076238
rdd1_dindx_292,-39.892857142857146,246,96.26056130765758,28,1797,1.5581524763494714
rdd1_dindx_293,-20.44,183,64.084993563236,25,1797,1.3912075681691707
rdd1_dindx_294,-47.083333333333336,249,85.21781732061018,24,1797,1.335559265442404
rdd1_dindx_295,-38.36363636363637,255,105.87494572480972,22,1797,1.2242626599888704
rdd1_dindx_296,-12.666666666666666,246,131.8382847784866,18,1797,1.001669449081803
rdd1_dindx_297,-77.05555555555556,250,98.79466484820492,18,1797,1.001669449081803
rdd1_dindx_298,-27.285714285714285,196,82.46594844577501,14,1797,0.7790762381747357
rdd1_dindx_299,2.3076923076923075,208,85.06412478503371,13,1797,0.7234279354479688
rdd1_dindx_300,-27.545454545454547,188,59.31328785105812,11,1797,0.6121313299944352
rdd1_dindx_301,-29.3,231,107.79893320436895,10,1797,0.5564830272676683
rdd1_dindx_302,-47.0,250,101.77917272212424,10,1797,0.5564830272676683
rdd1_dindx_303,-45.0,238,84.6850373770689,9,1797,0.5008347245409015
rdd1_dindx_304,-27.555555555555557,246,110.10713077232364,9,1797,0.5008347245409015
rdd1_dindx_305,-56.111111111111114,252,123.55425658789606,9,1797,0.5008347245409015
rdd1_dindx_306,-44.75,248,126.21187543175166,8,1797,0.4451864218141347
rdd1_dindx_307,-54.0,255,132.74411474713295,8,1797,0.4451864218141347
rdd1_dindx_308,-26.375,231,116.3786250778037,8,1797,0.4451864218141347
rdd1_dindx_310,-79.375,213,75.67849347734136,8,1797,0.4451864218141347
