size,version,checksum,scan_index,error_info,module_time_ms,det_id_0,det_id_1,det_id_2,det_id_3,det_id_4,det_id_5,det_id_6,det_id_7,det_az_raw_0,det_az_raw_1,det_az_raw_2,det_az_raw_3,det_az_raw_4,det_az_raw_5,det_az_raw_6,det_az_raw_7,det_az_vacs_0,det_az_vacs_1,det_az_vacs_2,det_az_vacs_3,det_az_vacs_4,det_az_vacs_5,det_az_vacs_6,det_az_vacs_7,det_el_raw_0,det_el_raw_1,det_el_raw_2,det_el_raw_3,det_el_raw_4,det_el_raw_5,det_el_raw_6,det_el_raw_7,det_el_vacs_0,det_el_vacs_1,det_el_vacs_2,det_el_vacs_3,det_el_vacs_4,det_el_vacs_5,det_el_vacs_6,det_el_vacs_7,detection_used_az_0,detection_used_az_1,detection_used_az_2,detection_used_az_3,detection_used_az_4,detection_used_az_5,detection_used_az_6,detection_used_az_7,detection_used_az_8,detection_used_az_9,detection_used_az_10,detection_used_az_11,detection_used_az_12,detection_used_az_13,detection_used_az_14,detection_used_az_15,detection_used_az_16,detection_used_az_17,detection_used_az_18,detection_used_az_19,detection_used_az_20,detection_used_az_21,detection_used_az_22,detection_used_az_23,detection_used_el_0,detection_used_el_1,detection_used_el_2,detection_used_el_3,detection_used_el_4,detection_used_el_5,detection_used_el_6,detection_used_el_7,detection_used_el_8,detection_used_el_9,detection_used_el_10,detection_used_el_11,detection_used_el_12,detection_used_el_13,detection_used_el_14,detection_used_el_15,detection_used_el_16,detection_used_el_17,detection_used_el_18,detection_used_el_19,detection_used_el_20,detection_used_el_21,detection_used_el_22,detection_used_el_23,cluster_0_detections_0,cluster_0_detections_1,cluster_0_detections_2,cluster_0_detections_3,cluster_0_detections_4,cluster_0_detections_5,cluster_0_detections_6,cluster_0_detections_7,cluster_0_detections_8,cluster_0_detections_9,cluster_0_detections_10,cluster_0_detections_11,cluster_0_detections_12,cluster_0_detections_13,cluster_0_detections_14,cluster_0_detections_15,cluster_1_detections_0,cluster_1_detections_1,cluster_1_detections_2,cluster_1_detections_3,cluster_1_detections_4,cluster_1_detections_5,cluster_1_detections_6,cluster_1_detections_7,cluster_1_detections_8,cluster_1_detections_9,cluster_1_detections_10,cluster_1_detections_11,cluster_1_detections_12,cluster_1_detections_13,cluster_1_detections_14,cluster_1_detections_15,cluster_2_detections_0,cluster_2_detections_1,cluster_2_detections_2,cluster_2_detections_3,cluster_2_detections_4,cluster_2_detections_5,cluster_2_detections_6,cluster_2_detections_7,cluster_2_detections_8,cluster_2_detections_9,cluster_2_detections_10,cluster_2_detections_11,cluster_2_detections_12,cluster_2_detections_13,cluster_2_detections_14,cluster_2_detections_15,cluster_3_detections_0,cluster_3_detections_1,cluster_3_detections_2,cluster_3_detections_3,cluster_3_detections_4,cluster_3_detections_5,cluster_3_detections_6,cluster_3_detections_7,cluster_3_detections_8,cluster_3_detections_9,cluster_3_detections_10,cluster_3_detections_11,cluster_3_detections_12,cluster_3_detections_13,cluster_3_detections_14,cluster_3_detections_15,cluster_4_detections_0,cluster_4_detections_1,cluster_4_detections_2,cluster_4_detections_3,cluster_4_detections_4,cluster_4_detections_5,cluster_4_detections_6,cluster_4_detections_7,cluster_4_detections_8,cluster_4_detections_9,cluster_4_detections_10,cluster_4_detections_11,cluster_4_detections_12,cluster_4_detections_13,cluster_4_detections_14,cluster_4_detections_15,cluster_5_detections_0,cluster_5_detections_1,cluster_5_detections_2,cluster_5_detections_3,cluster_5_detections_4,cluster_5_detections_5,cluster_5_detections_6,cluster_5_detections_7,cluster_5_detections_8,cluster_5_detections_9,cluster_5_detections_10,cluster_5_detections_11,cluster_5_detections_12,cluster_5_detections_13,cluster_5_detections_14,cluster_5_detections_15,cluster_6_detections_0,cluster_6_detections_1,cluster_6_detections_2,cluster_6_detections_3,cluster_6_detections_4,cluster_6_detections_5,cluster_6_detections_6,cluster_6_detections_7,cluster_6_detections_8,cluster_6_detections_9,cluster_6_detections_10,cluster_6_detections_11,cluster_6_detections_12,cluster_6_detections_13,cluster_6_detections_14,cluster_6_detections_15,cluster_7_detections_0,cluster_7_detections_1,cluster_7_detections_2,cluster_7_detections_3,cluster_7_detections_4,cluster_7_detections_5,cluster_7_detections_6,cluster_7_detections_7,cluster_7_detections_8,cluster_7_detections_9,cluster_7_detections_10,cluster_7_detections_11,cluster_7_detections_12,cluster_7_detections_13,cluster_7_detections_14,cluster_7_detections_15,cluster_qualified_0,cluster_qualified_1,cluster_qualified_2,cluster_qualified_3,cluster_qualified_4,cluster_qualified_5,cluster_qualified_6,cluster_qualified_7,alignment_index,look_index,error_status_stage_age,n_updates_azimuth_initial,n_updates_elevation_initial,n_updates_azimuth,n_updates_elevation,n_updates_yawrate_bias_est,raw_speed,estimated_speed,raw_yawrate,estimated_yawrate,estimated_yaw_rate_bias,vcs_sensor_long_posn,vcs_sensor_lat_posn,sensor_height_over_ground,vwrapping,vacs_boresight_az_nominal,vacs_boresight_az_initial,vacs_boresight_az_kf_internal,vacs_boresight_az_estimated,vacs_boresight_az_variance,vacs_boresight_el_msmt,vacs_boresight_el_nominal,vacs_boresight_el_initial,vacs_boresight_el_kf_internal,vacs_boresight_el_estimated,vacs_boresight_el_variance,vacs_boresight_roll_nominal,speed_compensation_factor_initial,speed_compensation_factor_estimated,az_scf_kf_covariance_0,az_scf_kf_covariance_1,az_scf_kf_covariance_2,az_scf_kf_covariance_3,el_kf_covariance,avg_spd_since_start,avg_spd_running_az_scf,avg_spd_running_el,total_time_running_az_scf,total_time_running_el,total_time_since_start,total_distance_running_az_scf,total_distance_running_el,total_distance_since_start,alignment_complete_percent_az,alignment_complete_percent_el,estimated_standard_deviation_az,estimated_standard_deviation_el,estimated_pos_error_bound_az,estimated_neg_error_bound_az,estimated_pos_error_bound_el,estimated_neg_error_bound_el,alignment_mode,mounting_location,azimuth_estimation_qf,elevation_estimation_qf,scf_estimation_qf,error_status_combined,error_status_initialization,error_status_excessive_blockage,error_status_interference,error_status_detection_input,error_status_vehicle_input,error_status_scf_out_of_bounds,error_status_az_est_out_of_bounds,error_status_el_est_out_of_bounds,blockage_value,blockage_status,detection_coordinate_system,version_major,version_minor,version_patch,
848,0,0,14591,0,0,1,2,3,4,5,6,7,8,0.985388,0.954003,-0.132718,1.244703,0.688925,0.171612,0.141326,-0.457679,2.032588,2.001203,0.914482,2.291903,1.736125,1.218812,1.188526,0.589521,0.101465,0.107048,0.131688,0.043616,0.026873,0.055398,0.059560,0.076271,0.101465,0.107048,0.131688,0.043616,0.026873,0.055398,0.059560,0.076271,-2009563698,134220160,2656257,-2147483395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3503,14591,0,0,0,699,78,1221,17.570000,17.504715,0.010000,0.007378,-0.002696,-0.327000,0.871000,0.499000,30.906456,1.047200,1.047200,1.044492,1.046472,0.000000,0.000000,-0.000000,0.000000,-0.000691,-0.000158,0.007812,3.141000,1.000000,0.997108,0.247416,0.153974,0.153974,0.482534,38.760124,6.405519,15.228453,13.366138,34.949753,3.899997,123.652946,532.230652,52.127907,792.061340,0.000000,0.000000,0.000269,0.088387,1.047280,1.045664,0.265002,-0.265317,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,2,18,5,2,
848,0,0,14592,0,0,0,2,3,4,5,6,7,8,1.025829,-1.324569,1.311415,0.507237,0.466470,0.934138,0.204571,-0.509052,2.073029,-0.277369,2.358615,1.554437,1.513670,1.981338,1.251771,0.538148,0.107822,0.087471,0.005412,0.032826,0.060474,0.112922,0.032251,0.091190,0.107822,0.087471,0.005412,0.032826,0.060474,0.112922,0.032251,0.091190,1210830273,184549736,-1342165952,-469761937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3504,14592,0,0,0,700,78,1221,17.500000,17.504242,0.005000,0.007442,-0.002696,-0.327000,0.871000,0.499000,37.174530,1.047200,1.047200,1.044477,1.046467,0.000000,0.000000,-0.000000,0.000000,-0.000691,-0.000158,0.007812,3.141000,1.000000,0.997108,0.247531,0.153923,0.153923,0.481878,38.760124,6.410005,15.231703,13.366138,34.999752,3.899997,123.702950,533.105835,52.127907,792.936523,0.000000,0.000000,0.000272,0.088387,1.047282,1.045651,0.265002,-0.265317,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,2,18,5,2,
848,0,0,14593,0,0,3,5,6,7,8,9,10,11,1.093337,-1.353158,1.332707,0.654696,-0.843236,0.110010,-0.493032,-0.040223,2.140537,-0.305958,2.379907,1.701896,0.203964,1.157210,0.554168,1.006977,0.099145,0.073343,0.028723,0.009577,0.239316,-0.000236,0.088881,0.064933,0.099145,0.073343,0.028723,0.009577,0.239316,-0.000236,0.088881,0.064933,684187144,262784,1097170944,138118,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3505,14593,0,0,0,701,78,1221,17.549999,17.508818,0.000000,0.006492,-0.002696,-0.327000,0.871000,0.499000,32.172474,1.047200,1.047200,1.044470,1.046461,0.000000,0.000000,-0.000000,0.000000,-0.000691,-0.000158,0.007812,3.141000,1.000000,0.997105,0.247651,0.153891,0.153891,0.481425,38.760124,6.414489,15.234952,13.366138,35.049751,3.899997,123.752953,533.981262,52.127907,793.811951,0.000000,0.000000,0.000272,0.088387,1.047279,1.045644,0.265002,-0.265317,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,2,18,5,2,
848,0,0,14594,0,0,9,10,12,13,14,15,17,18,-1.363488,1.155460,-0.355578,0.663034,-0.447658,0.013038,-0.067968,-0.583455,-0.316288,2.202660,0.691622,1.710234,0.599542,1.060238,0.979232,0.463745,0.023590,0.093430,0.064938,0.028546,0.020549,0.005527,-0.050480,0.083731,0.023590,0.093430,0.064938,0.028546,0.020549,0.005527,-0.050480,0.083731,-1723935744,50856406,1208353544,-2080308913,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3506,14594,0,0,0,702,78,1221,17.510000,17.508936,0.000000,0.005733,-0.002696,-0.327000,0.871000,0.499000,36.029621,1.047200,1.047200,1.044457,1.046456,0.000000,0.000000,-0.000000,0.000000,-0.000691,-0.000158,0.007812,3.141000,1.000000,0.997106,0.247791,0.153940,0.153940,0.480958,38.760124,6.418969,15.238191,13.366138,35.099751,3.899997,123.802956,534.856689,52.127907,794.687378,0.000000,0.000000,0.000274,0.088387,1.047280,1.045633,0.265002,-0.265317,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,2,18,5,2,
848,0,0,14595,0,0,4,5,6,7,9,10,11,12,0.209343,-1.388914,1.205447,-0.311261,0.584802,-0.414903,0.360414,-0.053728,1.256543,-0.341714,2.252647,0.735939,1.632002,0.632297,1.407614,0.993472,0.129699,0.004177,0.101945,0.061042,-0.031454,0.051117,0.064317,-0.032457,0.129699,0.004177,0.101945,0.061042,-0.031454,0.051117,0.064317,-0.032457,416986320,290,807503872,1142966910,2048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3507,14595,0,0,0,703,78,1221,17.459999,17.504042,-0.005000,0.004126,-0.002696,-0.327000,0.871000,0.499000,30.906456,1.047200,1.047200,1.044448,1.046451,0.000000,0.000000,-0.000000,0.000000,-0.000691,-0.000158,0.007812,3.141000,1.000000,0.997110,0.247919,0.153908,0.153908,0.480563,38.760124,6.423444,15.241413,13.366138,35.149750,3.899997,123.852959,535.731873,52.127907,795.562561,0.000000,0.000000,0.000276,0.088387,1.047278,1.045624,0.265002,-0.265317,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,2,18,5,2,
848,0,0,14596,0,0,0,1,2,3,4,5,6,7,-1.417711,-0.162092,-0.265684,1.249224,-0.316184,-0.379532,0.475044,1.019250,-0.370511,0.885108,0.781516,2.296424,0.731016,0.667668,1.522244,2.066450,0.016768,0.100213,0.070377,0.097931,0.147631,0.067790,0.064294,0.073828,0.016768,0.100213,0.070377,0.097931,0.147631,0.067790,0.064294,0.073828,272886694,805830916,1064960,-2145650784,536870912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3508,14596,0,0,0,704,78,1221,17.510000,17.504637,0.000000,0.003840,-0.002696,-0.327000,0.871000,0.499000,37.174530,1.047200,1.047200,1.044434,1.046446,0.000000,0.000000,-0.000000,0.000000,-0.000691,-0.000158,0.007812,3.141000,1.000000,0.997108,0.248012,0.153819,0.153819,0.479996,38.760124,6.427916,15.244629,13.366138,35.199749,3.899997,123.902962,536.607117,52.127907,796.437805,0.000000,0.000000,0.000278,0.088387,1.047279,1.045612,0.265002,-0.265317,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,2,18,5,2,
848,0,0,14597,0,0,7,9,10,11,12,13,14,15,-1.452034,-0.212306,-0.341456,1.327515,0.667297,0.502575,0.417202,0.144325,-0.404834,0.834893,0.705744,2.374715,1.714497,1.549775,1.464402,1.191525,0.091547,0.084657,0.068711,0.092327,0.052972,0.080653,0.035054,0.018238,0.091547,0.084657,0.068711,0.092327,0.052972,0.080653,0.035054,0.018238,282035712,164,-2144861888,1478495228,33554432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3509,14597,0,0,0,705,78,1221,17.500000,17.504173,0.000000,0.003611,-0.002696,-0.327000,0.871000,0.499000,32.172474,1.047200,1.047200,1.044425,1.046440,0.000000,0.000000,-0.000000,0.000000,-0.000691,-0.000158,0.007812,3.141000,1.000000,0.997111,0.248161,0.153874,0.153874,0.479704,38.760124,6.432384,15.247833,13.366138,35.249748,3.899997,123.952965,537.482300,52.127907,797.312988,0.000000,0.000000,0.000279,0.088387,1.047277,1.045604,0.265002,-0.265317,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,2,18,5,2,
848,0,0,14598,0,0,0,2,3,4,5,6,7,8,-0.156050,-0.298007,1.333593,0.574356,0.554950,0.513866,0.705705,0.920994,0.891150,0.749193,2.380793,1.621556,1.602150,1.561066,1.752905,1.968194,0.095210,0.069085,0.094994,0.070761,0.070884,0.030572,0.071936,-0.021164,0.095210,0.069085,0.094994,0.070761,0.070884,0.030572,0.071936,-0.021164,285654789,33554432,-111138816,-2145386493,16777216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3510,14598,0,0,0,706,78,1221,17.690001,17.522755,0.000000,0.003428,-0.002696,-0.327000,0.871000,0.499000,36.029621,1.047200,1.047200,1.044418,1.046435,0.000000,0.000000,-0.000000,0.000000,-0.000691,-0.000158,0.007812,3.141000,1.000000,0.997101,0.248205,0.153757,0.153757,0.479157,38.760124,6.436855,15.251057,13.366138,35.299747,3.899997,124.002968,538.358459,52.127907,798.189148,0.000000,0.000000,0.000279,0.088387,1.047273,1.045597,0.265002,-0.265317,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,2,18,5,2,
848,0,0,14599,0,0,5,6,7,8,9,10,11,14,-0.093029,-0.250235,0.573839,0.651210,-0.539359,-0.079098,1.250833,-0.200600,0.954171,0.796965,1.621039,1.698410,0.507841,0.968102,2.298033,0.846600,0.082718,0.081470,0.038784,0.040305,0.042442,0.032961,0.026639,0.039163,0.082718,0.081470,0.038784,0.040305,0.042442,0.032961,0.026639,0.039163,17876576,17893377,24617248,939524288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3511,14599,0,0,0,707,78,1221,17.510000,17.521479,0.005000,0.004281,-0.002696,-0.327000,0.871000,0.499000,30.906456,1.047200,1.047200,1.044414,1.046430,0.000000,0.000000,-0.000000,0.000000,-0.000691,-0.000158,0.007812,3.141000,1.000000,0.997105,0.248302,0.153780,0.153780,0.479021,38.760124,6.441323,15.254270,13.366138,35.349747,3.899997,124.052971,539.234558,52.127907,799.065247,0.000000,0.000000,0.000279,0.088387,1.047266,1.045593,0.265002,-0.265317,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,2,18,5,2,
848,0,0,14600,0,0,9,10,14,15,16,17,18,19,-0.021772,-0.197776,0.621623,0.558735,0.549407,0.674393,1.008136,0.168563,1.025427,0.849424,1.668823,1.605935,1.596607,1.721593,2.055336,1.215763,0.081902,0.072026,0.131853,0.019295,-0.031523,0.082633,-0.030088,0.014410,0.081902,0.072026,0.131853,0.019295,-0.031523,0.082633,-0.030088,0.014410,628884992,272,1073741824,-1072510592,136314880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3512,14600,0,0,0,708,78,1221,17.770000,17.546329,0.005000,0.004964,-0.002696,-0.327000,0.871000,0.499000,37.174530,1.047200,1.047200,1.044413,1.046424,0.000000,0.000000,-0.000000,0.000000,-0.000691,-0.000158,0.007812,3.141000,1.000000,0.997097,0.248423,0.153712,0.153712,0.478465,38.760124,6.445797,15.257507,13.366138,35.399746,3.899997,124.102974,540.111877,52.127907,799.942566,0.000000,0.000000,0.000278,0.088387,1.047258,1.045591,0.265002,-0.265317,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,2,18,5,2,
